t_ms,B_uG,Lz_m6,Lz_m5,Lz_m4,dphi_m5,dphi_m4,w_m5,w_m4,r_ring_m5,r_ring_m4
365.3329,63.0003,-0.000000,-0.969895,-1.892639,-3.141467,+0.236703,-1.000000,-2.000000,2.6573,2.8594
367.1415,63.0003,-0.000000,-0.970017,-1.891898,-3.141437,-0.040001,-1.000000,-2.000000,2.6706,2.8930
368.9501,63.0003,+0.000000,-0.969958,-1.893751,-3.141475,-0.060798,-1.000000,-2.000000,2.6479,2.7897
370.7587,63.0003,-0.000000,-0.970144,-1.894798,+3.141515,-0.021028,-1.000000,-2.000000,2.6651,2.8105
372.5672,63.0003,+0.000000,-0.969874,-1.892555,+3.141265,+0.020151,-1.000000,-2.000000,2.6392,2.8434
374.3758,63.0003,-0.000000,-0.969721,-1.890883,+3.141458,+0.001045,-1.000000,-2.000000,2.6684,2.9452
376.1844,63.0002,+0.000000,-0.969802,-1.892652,-3.141400,-0.011379,-1.000000,-2.000000,2.6446,2.7582
377.9930,63.0002,-0.000000,-0.969884,-1.893296,-3.141260,+0.170290,-1.000000,-2.000000,2.6450,2.8079
379.8016,63.0002,-0.000000,-0.969912,-1.893146,+3.141111,+0.224305,-1.000000,-2.000000,2.6447,2.8297
381.6101,63.0002,-0.000000,-0.969515,-1.890847,+3.141336,-0.027898,-1.000000,-2.000000,2.6395,2.7491
383.4187,63.0002,-0.000000,-0.969573,-1.890450,-3.141566,+0.007736,-1.000000,-2.000000,2.6579,2.7973
385.2273,63.0002,+0.000000,-0.969779,-1.892957,+3.141576,+0.059382,-1.000000,-2.000000,2.6149,2.8218
387.0359,63.0002,-0.000000,-0.969707,-1.893294,+3.141358,-0.008935,-1.000000,-2.000000,2.6575,2.7928
388.8445,63.0002,+0.000000,-0.969437,-1.890938,+3.141072,+0.050279,-1.000000,-2.000000,2.6104,2.7733
390.6530,63.0002,-0.000000,-0.969456,-1.889516,+3.141490,+0.034202,-1.000000,-2.000000,2.6569,2.8762
392.4616,63.0001,-0.000000,-0.969431,-1.891983,+3.141504,+0.142007,-1.000000,-2.000000,2.6145,2.7894
394.2702,63.0001,+0.000000,-0.969660,-1.892897,+3.141410,-0.051115,-1.000000,-2.000000,2.6375,2.7609
