K3_m6_s,timing_strength,decompress_factor,N0_final
9.999999999999999e-43,0.2727272727272727,0.9181818181818182,70439.8751863718
9.999999999999999e-43,0.2727272727272727,1.0,69986.2121127745
9.999999999999999e-43,0.36363636363636365,0.1,74460.6824961578
9.999999999999999e-43,0.36363636363636365,0.18181818181818182,74035.33136909446
9.999999999999999e-43,0.36363636363636365,0.2636363636363636,73593.29532520086
9.999999999999999e-43,0.36363636363636365,0.34545454545454546,73142.44027629838
9.999999999999999e-43,0.36363636363636365,0.42727272727272725,72685.73506246778
9.999999999999999e-43,0.36363636363636365,0.509090909090909,72227.32261783694
9.999999999999999e-43,0.36363636363636365,0.5909090909090909,71763.60650157926
9.999999999999999e-43,0.36363636363636365,0.6727272727272727,71300.16916365664
9.999999999999999e-43,0.36363636363636365,0.7545454545454545,70835.47741310652
9.999999999999999e-43,0.36363636363636365,0.8363636363636363,70374.67884176117
9.999999999999999e-43,0.36363636363636365,0.9181818181818182,69925.39989642464
9.999999999999999e-43,0.36363636363636365,1.0,69595.40872153253
9.999999999999999e-43,0.45454545454545453,0.1,74603.44873348644
9.999999999999999e-43,0.45454545454545453,0.18181818181818182,74168.23844437853
9.999999999999999e-43,0.45454545454545453,0.2636363636363636,73707.49268960823
9.999999999999999e-43,0.45454545454545453,0.34545454545454546,73243.6962125583
9.999999999999999e-43,0.45454545454545453,0.42727272727272725,72773.92046830113
9.999999999999999e-43,0.45454545454545453,0.509090909090909,72300.47589076441
9.999999999999999e-43,0.45454545454545453,0.5909090909090909,71824.98945274256
9.999999999999999e-43,0.45454545454545453,0.6727272727272727,71354.5942719867
9.999999999999999e-43,0.45454545454545453,0.7545454545454545,70896.40247589539
9.999999999999999e-43,0.45454545454545453,0.8363636363636363,70458.64419012527
9.999999999999999e-43,0.45454545454545453,0.9181818181818182,70109.66106692851
9.999999999999999e-43,0.45454545454545453,1.0,69855.0223334547
9.999999999999999e-43,0.5454545454545454,0.1,75334.34555754259
9.999999999999999e-43,0.5454545454545454,0.18181818181818182,74872.54677290012
9.999999999999999e-43,0.5454545454545454,0.2636363636363636,74403.11651983962
9.999999999999999e-43,0.5454545454545454,0.34545454545454546,73923.92565173011
9.999999999999999e-43,0.5454545454545454,0.42727272727272725,73439.60423494832
9.999999999999999e-43,0.5454545454545454,0.509090909090909,72964.36981490202
9.999999999999999e-43,0.5454545454545454,0.5909090909090909,72488.90204131941
9.999999999999999e-43,0.5454545454545454,0.6727272727272727,72035.58605754742
9.999999999999999e-43,0.5454545454545454,0.7545454545454545,71605.78394667666
9.999999999999999e-43,0.5454545454545454,0.8363636363636363,71234.13262917375
9.999999999999999e-43,0.5454545454545454,0.9181818181818182,71009.59616587443
